z_A	PHI_DFT_e_A3	PHI_step01_e_A3	RHOB_DFT_e_A3	RHOB_step01_e_A3	RHOION_DFT_e_A3	RHOION_step01_e_A3	PHI_step02_e_A3	RHOB_step02_e_A3	RHOION_step02_e_A3	PHI_step03_e_A3	RHOB_step03_e_A3	RHOION_step03_e_A3	PHI_step04_e_A3	RHOB_step04_e_A3	RHOION_step04_e_A3	PHI_step05_e_A3	RHOB_step05_e_A3	RHOION_step05_e_A3
5.924479166667e+00	-5.001536518874e-04	-5.385660906412e-04	8.080050526371e-11	7.268850153602e-11	9.299178348944e-21	-5.778302137202e-21	-5.196589906279e-04	7.671563962842e-11	-7.101382910047e-20	-5.001248309531e-04	8.059807196626e-11	9.316763488465e-20	-5.002035430301e-04	8.076017031365e-11	7.289705354826e-21	-5.001791409370e-04	8.080227798940e-11	7.105303579301e-21
6.015625000000e+00	-7.226574779759e-04	-7.606922552447e-04	-8.312878786292e-11	-7.485012662580e-11	5.653172061409e-21	-6.306832137468e-21	-7.419701490163e-04	-7.896477495757e-11	-6.975291986551e-20	-7.226283666273e-04	-8.292770119059e-11	8.871769350447e-20	-7.227068994209e-04	-8.308775903701e-11	1.309120376819e-21	-7.226827089550e-04	-8.313047936930e-11	2.833827961934e-21
6.106770833333e+00	-1.039690720609e-03	-1.077347836565e-03	8.547456076118e-11	7.702549895431e-11	3.988345783930e-21	-5.294524545290e-21	-1.058810723949e-03	8.122958226337e-11	-6.788158551912e-20	-1.039661318846e-03	8.527488328564e-11	8.479384750471e-20	-1.039739672356e-03	8.543281613271e-11	-3.248225828971e-21	-1.039715693517e-03	8.547617174499e-11	-4.926910828803e-22
6.197916666667e+00	-1.457783252459e-03	-1.495062707261e-03	-8.783850853763e-11	-7.921512792115e-11	6.190159847704e-21	6.380078173360e-22	-1.476710588099e-03	-8.351066284423e-11	-5.992527132982e-20	-1.457753560282e-03	-8.764031209007e-11	8.635209493023e-20	-1.457831734508e-03	-8.779602791725e-11	-1.703800928430e-21	-1.457807967297e-03	-8.784004107835e-11	2.611576079334e-21
6.289062500000e+00	-1.946249962940e-03	-1.983151756760e-03	9.022133868988e-11	8.141953437261e-11	2.619629937346e-20	2.138427639934e-20	-1.964984630881e-03	8.580863494995e-11	-3.760820739009e-20	-1.946219980348e-03	9.002469949212e-11	1.039520602488e-19	-1.946297975292e-03	9.017809826140e-11	1.618674897258e-20	-1.946274419707e-03	9.022279374528e-11	2.013143182463e-20
6.380208333333e+00	-2.434943921140e-03	-2.471468054135e-03	-9.262377437145e-11	-8.363924317307e-11	-2.229248202448e-20	-2.306387300767e-20	-2.453485921381e-03	-8.812412708923e-11	-8.224943342424e-20	-2.434913648133e-03	-9.242877856578e-11	5.522330491421e-20	-2.434991463794e-03	-9.257975162258e-11	-3.105116472979e-20	-2.434968119837e-03	-9.262515406928e-11	-2.910041356925e-20
6.471354166667e+00	-2.850607832898e-03	-2.886754305239e-03	9.504656525491e-11	8.587479272446e-11	1.360550353471e-20	1.603170188381e-20	-2.868957165438e-03	9.045778843543e-11	-4.274386125813e-20	-2.850577269476e-03	9.485330454986e-11	8.911196106930e-20	-2.850654905852e-03	9.500173412335e-11	4.739018917052e-21	-2.850631773523e-03	9.504787074469e-11	6.116676706623e-21
6.562500000000e+00	-3.158290078778e-03	-3.194058890626e-03	-9.749048078138e-11	-8.812672729695e-11	-2.606216650974e-20	-1.910304504241e-20	-3.176446743618e-03	-9.281028089360e-11	-7.848268467307e-20	-3.158259224942e-03	-9.729905777110e-11	5.039190731839e-20	-3.158336682034e-03	-9.744481613022e-11	-3.247313930325e-20	-3.158313761332e-03	-9.749171430477e-11	-3.369780160358e-20
6.653645833333e+00	-3.365036019949e-03	-3.400427171475e-03	9.995631479372e-11	9.039560049793e-11	-2.167154232987e-20	-1.392380651948e-20	-3.383000017090e-03	9.518228418142e-11	-7.397210001981e-20	-3.365004875699e-03	9.976683896619e-11	5.269783936426e-20	-3.365082153508e-03	9.990978797860e-11	-2.749898974626e-20	-3.365059444433e-03	9.995747770783e-11	-3.110157406879e-20
6.744791666667e+00	-3.497007738902e-03	-3.532021230263e-03	-1.024448873898e-10	-9.268197570304e-11	-3.004637821397e-20	-1.853046472811e-20	-3.514779068343e-03	-9.757449615477e-11	-8.055045615598e-20	-3.496976304236e-03	-1.022574803325e-10	4.443387958806e-20	-3.497053402762e-03	-1.023974703611e-10	-3.364018406973e-20	-3.497030905314e-03	-1.024459821340e-10	-3.852934752274e-20
6.835937500000e+00	-3.560526697763e-03	-3.595162529133e-03	1.049570465883e-10	9.498642621622e-11	3.956942488080e-21	1.721105657102e-20	-3.578105359505e-03	9.998763427953e-11	-4.721136857453e-20	-3.560494972682e-03	1.047718383328e-10	7.709178736361e-20	-3.560571891924e-03	1.049087076250e-10	1.343909825356e-21	-3.560549606105e-03	1.049580746556e-10	-4.309257232855e-21
6.927083333333e+00	-3.529208056433e-03	-3.563466227970e-03	-1.074936643482e-10	-9.730953031438e-11	-4.489932576774e-20	-2.820962644822e-20	-3.546594050476e-03	-1.024224311405e-10	-9.342821394781e-20	-3.529176040938e-03	-1.073107985791e-10	3.061342419535e-20	-3.529252780897e-03	-1.074443720846e-10	-4.439453540355e-20	-3.529230706705e-03	-1.074946285243e-10	-5.253519034446e-20
7.018229166667e+00	-3.362799217691e-03	-3.396679729566e-03	1.100556501215e-10	9.965188157258e-11	-9.046845846633e-21	7.984369223964e-21	-3.379992544035e-03	1.048796460900e-10	-5.842167804879e-20	-3.362766911781e-03	1.098752807357e-10	6.331764560195e-20	-3.362843472457e-03	1.100053693516e-10	-9.075794040252e-21	-3.362821609892e-03	1.100565520551e-10	-1.779414197018e-20
7.109375000000e+00	-3.045472690078e-03	-3.078975542449e-03	-1.126439372192e-10	-1.020140755710e-10	-2.201011040248e-20	-1.753035850441e-21	-3.062473348721e-03	-1.073600527052e-10	-7.025620090035e-20	-3.045440093753e-03	-1.124662336232e-10	5.091642270800e-20	-3.045516475146e-03	-1.125926326351e-10	-1.996287190236e-20	-3.045494824208e-03	-1.126447800253e-10	-3.012295752260e-20
7.200520833333e+00	-2.610650133142e-03	-2.643775326183e-03	1.152594997502e-10	1.043967216108e-10	-1.328976250704e-20	8.206323702538e-21	-2.627458124087e-03	1.098644517786e-10	-6.036612510793e-20	-2.610617246404e-03	1.150846439043e-10	5.829648529552e-20	-2.610693448512e-03	1.152071321670e-10	-1.106386895169e-20	-2.610672009202e-03	1.152602853552e-10	-2.181984872737e-20
7.291666666667e+00	-2.133024651179e-03	-2.165772185047e-03	-1.179033420792e-10	-1.068004333560e-10	-3.115492682680e-20	-7.862527709622e-21	-2.149639974425e-03	-1.123936635005e-10	-7.708064465947e-20	-2.132991474026e-03	-1.177315335088e-10	4.109123695993e-20	-2.133067496851e-03	-1.178498716799e-10	-2.789815128903e-20	-2.133046269168e-03	-1.179040739733e-10	-3.761852281524e-20
7.382812500000e+00	-1.682486833144e-03	-1.714856708011e-03	1.205765116614e-10	1.092258348342e-10	2.706053469743e-20	5.305800943496e-20	-1.698909488691e-03	1.149485343474e-10	-1.702767211284e-20	-1.682453365577e-03	1.204079653234e-10	9.865315714586e-20	-1.682529209118e-03	1.205218944734e-10	3.103283320073e-20	-1.682508193063e-03	1.205771920857e-10	1.996017035130e-20
7.473958333333e+00	-1.298605584943e-03	-1.330597800968e-03	-1.232800914306e-10	-1.116735543149e-10	-2.278122209339e-20	3.951890952706e-21	-1.314835572791e-03	-1.175299335096e-10	-6.388978206112e-20	-1.298571826961e-03	-1.231150425209e-10	4.836407079584e-20	-1.298647491219e-03	-1.232242824721e-10	-1.885188886912e-20	-1.298626686791e-03	-1.232807243698e-10	-2.964353639213e-20
7.565104166667e+00	-9.896473453627e-04	-1.021261902717e-03	1.260152102364e-10	1.141442264339e-10	1.608518698697e-20	4.545518828924e-20	-1.005684665513e-03	1.201387557124e-10	-2.042977393059e-20	-9.896132969660e-04	1.258539127157e-10	8.824098342085e-20	-9.896887819409e-04	1.259581599538e-10	1.947718415237e-20	-9.896681891398e-04	1.260157982941e-10	1.031056699992e-20
7.656250000000e+00	-7.392262439810e-04	-7.704631428231e-04	-1.287830443890e-10	-1.166384949755e-10	-3.243791566021e-20	-1.180071870424e-21	-7.550708964320e-04	-1.227759274016e-10	-6.547766013117e-20	-7.391919051697e-04	-1.286257757511e-10	4.188896639153e-20	-7.392672108613e-04	-1.287247015999e-10	-2.763625625026e-20	-7.392468296874e-04	-1.287835921157e-10	-3.627355083795e-20
7.747395833333e+00	-5.379592923497e-04	-5.688185328515e-04	1.315848123732e-10	1.191569981828e-10	-2.902579059062e-20	9.813123283400e-22	-5.536112771028e-04	1.254423929294e-10	-5.874367302895e-20	-5.379246631243e-04	1.314318731047e-10	4.545226340295e-20	-5.379997895324e-04	1.315251209995e-10	-2.586221379266e-20	-5.379796199860e-04	1.315853228540e-10	-3.458953455094e-20
7.838541666667e+00	-3.836436513783e-04	-4.141252336987e-04	-1.344217921336e-10	-1.217003861566e-10	-5.259370963425e-20	-1.994764354369e-20	-3.991029684329e-04	-1.281391361978e-10	-7.703554730775e-20	-3.836087317387e-04	-1.342735102864e-10	2.367452610625e-20	-3.836836788632e-04	-1.343606937940e-10	-4.803024071423e-20	-3.836637209441e-04	-1.344222706144e-10	-5.557706199023e-20
7.929687500000e+00	-2.717839030319e-04	-3.018878273421e-04	1.372953152440e-10	1.242693042930e-10	-2.219537142802e-20	1.125205505808e-20	-2.870505523890e-04	1.308671654628e-10	-4.226348512982e-20	-2.717486929781e-04	1.371520468983e-10	5.708636999505e-20	-2.718234608192e-04	1.372327458840e-10	-1.776918889245e-20	-2.718037145275e-04	1.372957654018e-10	-2.518477906513e-20
8.020833333333e+00	-1.948533659439e-04	-2.245796324033e-04	-1.402067058691e-10	-1.268643297931e-10	-3.761840273305e-20	-4.125806809498e-21	-2.099273476027e-04	-1.336274556902e-10	-5.305821795169e-20	-1.948178654760e-04	-1.400688398820e-10	4.350187275315e-20	-1.948924540337e-04	-1.401425986359e-10	-3.237334986953e-20	-1.948729193693e-04	-1.402071337232e-10	-3.981967852102e-20
8.111979166667e+00	-1.436061426807e-04	-1.729547514602e-04	1.431594431000e-10	1.294881837899e-10	-2.056733951447e-20	1.237277898751e-20	-1.584874566424e-04	1.364231335233e-10	-3.322199633438e-20	-1.435703517988e-04	1.430274029887e-10	6.124182087112e-20	-1.436447610730e-04	1.430937244900e-10	-1.644931855507e-20	-1.436254380360e-04	1.431598531711e-10	-2.199083428228e-20
8.203125000000e+00	-1.099564840109e-04	-1.389274352701e-04	-1.461050649207e-10	-1.320896100366e-10	-2.921082845111e-20	5.529132906362e-21	-1.246451302747e-04	-1.392043037844e-10	-3.698385369035e-20	-1.099204027151e-04	-1.459792982445e-10	5.543033825360e-20	-1.099946327058e-04	-1.460376561052e-10	-2.384148836572e-20	-1.099755212961e-04	-1.461054626549e-10	-3.095603943651e-20
8.294270833333e+00	-9.091762861128e-05	-1.195109225208e-04	1.500103237463e-10	1.356809906077e-10	-2.924124949706e-20	4.392731787689e-21	-1.054136071782e-04	1.429622351578e-10	-3.443088419955e-20	-9.088125690151e-05	1.498916926753e-10	5.523989455036e-20	-9.095530760881e-05	1.499411806490e-10	-2.456961823062e-20	-9.093640782645e-05	1.500107519039e-10	-3.130485947367e-20
8.385416666667e+00	-8.213707840706e-05	-1.103527151268e-04	-1.402584349936e-10	-1.247624692933e-10	-4.502053695300e-20	-9.805898297742e-21	-9.644038927635e-05	-1.326064932035e-10	-4.564318461780e-20	-8.210041628350e-05	-1.401410907054e-10	4.066752860425e-20	-8.217428770738e-05	-1.401867158419e-10	-3.864116530078e-20	-8.215559955232e-05	-1.402581985626e-10	-4.564274737994e-20
8.476562500000e+00	-8.150289260404e-05	-1.093408723047e-04	2.913397814295e-10	2.867429834191e-10	-6.242127888049e-21	2.854664324083e-20	-9.561353577686e-05	2.895577303422e-10	-6.512567410992e-21	-8.146594006676e-05	2.913067225307e-10	7.801575735991e-20	-8.153963220703e-05	2.912761522701e-10	-8.919093577413e-22	-8.152115567933e-05	2.913490702726e-10	-9.083055392703e-21
8.567708333333e+00	-8.849501057972e-05	-1.159553334253e-04	1.046680337552e-09	1.175491128902e-09	-4.254904627094e-20	-6.580007630379e-21	-1.024129860581e-04	1.114963012240e-09	-4.059797250439e-20	-8.845776762946e-05	1.047353031840e-09	4.074403528804e-20	-8.853128048552e-05	1.046857793061e-09	-3.583146437974e-20	-8.851301558511e-05	1.046775065751e-09	-4.661572605497e-20
8.658854166667e+00	-1.007953750619e-04	-1.278780412612e-04	8.555380557884e-09	9.478494976563e-09	5.758667980183e-21	4.113981202871e-20	-1.145206828733e-04	9.048511065417e-09	7.365426765235e-21	-1.007578417066e-04	8.557737687472e-09	8.746815135534e-20	-1.008311752707e-04	8.556195997245e-09	1.150066432292e-20	-1.008131219974e-04	8.556158707714e-09	6.822947154072e-23
8.750000000000e+00	-1.145690550578e-04	-1.412740650655e-04	4.592798204291e-08	5.197334737209e-08	-9.295928140161e-21	2.914052908918e-20	-1.281016954026e-04	4.913225432025e-08	-4.942270220028e-21	-1.145312313558e-04	4.592217731828e-08	7.304375081946e-20	-1.146043855709e-04	4.593436877005e-08	-8.046589278394e-22	-1.145865439237e-04	4.593282629261e-08	-1.447157018031e-20
8.841145833333e+00	-1.287301899659e-04	-1.550575457097e-04	2.004976331190e-07	2.305999780032e-07	-1.989294860088e-20	1.959886456861e-20	-1.420701640408e-04	2.163121456094e-07	-1.588697915381e-20	-1.286920762566e-04	2.003242296541e-07	6.026990139881e-20	-1.287650507897e-04	2.005339498950e-07	-1.235056683971e-20	-1.287474207640e-04	2.005205693610e-07	-2.824643070748e-20
8.932291666667e+00	-1.448861276755e-04	-1.708358375464e-04	6.914799618053e-07	8.092019614520e-07	-4.934125175280e-20	-7.096532140020e-21	-1.580334410382e-04	7.525677597266e-07	-4.354926677190e-20	-1.448477254807e-04	6.900992199906e-07	3.084650249029e-20	-1.449205188294e-04	6.916513456631e-07	-3.975422463799e-20	-1.449031004150e-04	6.915619449556e-07	-5.840583686875e-20
9.023437500000e+00	-1.664712911107e-04	-1.920433857155e-04	1.904535634738e-06	2.266345913056e-06	1.286188044991e-20	5.385018400187e-20	-1.794259640886e-04	2.089413967103e-06	1.891112189237e-20	-1.664326057043e-04	1.897787135326e-06	9.333826904736e-20	-1.665052126249e-04	1.905186788962e-06	2.289183520839e-20	-1.664880058292e-04	1.904754112718e-06	1.622156929835e-21
9.114583333333e+00	-1.969115501053e-04	-2.221061189332e-04	4.199284401482e-06	5.079355286735e-06	-1.304065040372e-20	3.153402416699e-20	-2.096736413760e-04	4.641077912678e-06	-4.543066160200e-21	-1.968725955663e-04	4.176541696522e-06	6.781034524349e-20	-1.969450019423e-04	4.201260742112e-06	-7.080329101351e-23	-1.969280069228e-04	4.199708172178e-06	-2.567733769542e-20
9.205729166667e+00	-2.343976275483e-04	-2.592148799889e-04	7.453716634973e-06	9.158009310122e-06	-2.304352806343e-20	1.956865542354e-20	-2.469672713539e-04	8.294169576591e-06	-1.618076894112e-20	-2.343584325816e-04	7.399254334194e-06	5.487301256967e-20	-2.344306093615e-04	7.458459911599e-06	-1.358989475096e-20	-2.344138267726e-04	7.454288700680e-06	-4.032356704715e-20
9.296875000000e+00	-2.764730132276e-04	-3.009133428825e-04	1.070569710765e-05	1.335265658094e-05	-4.242838534056e-21	4.218192501490e-20	-2.888504539695e-04	1.199390188998e-05	4.753687782653e-21	-2.764336217793e-04	1.061400362237e-05	7.450085560848e-20	-2.765055240554e-04	1.071468688080e-05	9.339626504726e-21	-2.764889554748e-04	1.070619622176e-05	-2.202509445967e-20
9.388020833333e+00	-3.206879621822e-04	-3.447519675726e-04	1.249887412992e-05	1.582476681303e-05	8.575848814778e-21	5.492779207214e-20	-3.328735560020e-04	1.411658372981e-05	1.948658366522e-20	-3.206484230327e-04	1.239802261815e-05	8.685491588634e-20	-3.207200005189e-04	1.251247089469e-05	2.074999371262e-20	-3.207036484023e-04	1.249917716302e-05	-1.100451904001e-20
9.479166666667e+00	-3.668764165112e-04	-3.905648404421e-04	1.180775067084e-05	1.522591823060e-05	6.063564601289e-21	5.249120171764e-20	-3.788705827986e-04	1.350837456275e-05	1.674476808273e-20	-3.668367659313e-04	1.175786386510e-05	8.280255873148e-20	-3.669079810494e-04	1.182459766919e-05	1.737598736620e-20	-3.668918478073e-04	1.180819997714e-05	-1.773300033751e-20
9.570312500000e+00	-4.159093574729e-04	-4.392229608187e-04	8.628557377516e-06	1.153196869204e-05	-1.788352865185e-20	3.117285747088e-20	-4.277125022332e-04	1.015188128241e-05	-5.302443148172e-21	-4.158696096591e-04	8.673980967887e-06	5.664894190036e-20	-4.159404478179e-04	8.646158745757e-06	-8.860258783880e-21	-4.159245347835e-04	8.629762777485e-06	-4.542549828126e-20
9.661458333333e+00	-4.647179609029e-04	-4.876573931912e-04	3.719387287847e-06	5.741504565087e-06	3.257192462584e-20	8.107490652245e-20	-4.763304151684e-04	4.865028451365e-06	4.479719236664e-20	-4.646781151795e-04	3.836111096379e-06	1.058949034007e-19	-4.647485771953e-04	3.734580268783e-06	4.293805159780e-20	-4.647328848046e-04	3.721361049694e-06	1.879922160896e-21
9.752604166667e+00	-5.072274716700e-04	-5.297931898898e-04	-1.818040870659e-06	-7.943360339204e-07	-2.888732770046e-20	2.392180447880e-20	-5.186494643432e-04	-1.191687048020e-06	-1.565730739121e-20	-5.071875266399e-04	-1.713948043394e-06	4.641838560038e-20	-5.072576135803e-04	-1.809148622540e-06	-1.865250767802e-20	-5.072421424275e-04	-1.816341188704e-06	-6.198044375184e-20
9.843750000000e+00	-5.369602454763e-04	-5.591524832073e-04	-6.636928523688e-06	-6.622700566719e-06	-1.195153751958e-20	4.371751286154e-20	-5.481918953060e-04	-6.618460556022e-06	3.035834746178e-21	-5.369202041273e-04	-6.621723858728e-06	6.368733846004e-20	-5.369899122543e-04	-6.637472517253e-06	-1.129944570375e-22	-5.369746631747e-04	-6.636781349215e-06	-4.527967289985e-20
9.934895833333e+00	-5.504534958923e-04	-5.722722567062e-04	-9.496609350651e-06	-1.048129285705e-05	-4.392805561946e-20	1.275443053998e-20	-5.614948054330e-04	-1.009103284343e-05	-2.836702143055e-20	-5.504133605958e-04	-9.578881655988e-06	3.160026157123e-20	-5.504826874975e-04	-9.506211689885e-06	-3.295186945212e-20	-5.504676604908e-04	-9.498224795601e-06	-7.899275397653e-20
1.002604166667e+01	-5.495191006447e-04	-5.709641609907e-04	-1.007727941229e-05	-1.198821946654e-05	-3.497726326010e-20	2.271739685579e-20	-5.603699548128e-04	-1.117784169305e-05	-1.909650745504e-20	-5.494788696862e-04	-1.019540435278e-05	4.012193200739e-20	-5.495478180185e-04	-1.009204510407e-05	-2.280545038681e-20	-5.495330119929e-04	-1.007954839917e-05	-7.059578653478e-20
1.011718750000e+01	-5.406992223289e-04	-5.617701513022e-04	-9.155496362938e-06	-1.178875854821e-05	-6.961590670248e-20	-7.069446007556e-21	-5.513594004027e-04	-1.057111945648e-05	-5.225773980868e-20	-5.406588928787e-04	-9.228161821957e-06	7.909137663284e-21	-5.407274662507e-04	-9.171339384827e-06	-5.784603285156e-20	-5.407128801799e-04	-9.157087218415e-06	-1.051018967683e-19
1.020833333333e+01	-5.275453156612e-04	-5.482415230503e-04	-7.742827703321e-06	-1.075897084672e-05	-3.262433649288e-20	3.031289486135e-20	-5.380145155168e-04	-9.265698764913e-06	-1.583468891023e-20	-5.275048854826e-04	-7.729217771281e-06	4.765888287146e-20	-5.275730860003e-04	-7.757591894044e-06	-1.833830875567e-20	-5.275587195983e-04	-7.743339479623e-06	-6.794562790899e-20
1.029947916667e+01	-5.071930649235e-04	-5.275138765701e-04	-6.279363716150e-06	-9.266969349088e-06	-5.772746645949e-20	7.666175442372e-21	-5.174709338419e-04	-7.730179814717e-06	-3.814444629726e-20	-5.071525262366e-04	-6.199559137512e-06	2.358476937003e-20	-5.072203613848e-04	-6.291971604657e-06	-4.467941255396e-20	-5.072062142518e-04	-6.279334810781e-06	-9.312474068967e-20
1.039062500000e+01	-4.789038213517e-04	-4.988485685261e-04	-4.744333207801e-06	-7.320708580559e-06	-2.158030386092e-20	4.538178621245e-20	-4.889899935676e-04	-5.981374645869e-06	-1.584440656674e-22	-4.788631523404e-04	-4.649217218248e-06	6.213110089566e-20	-4.789306444970e-04	-4.753832981018e-06	-6.918082526755e-21	-4.789167151373e-04	-4.744409473529e-06	-5.380686430578e-20
1.048177083333e+01	-4.465025192963e-04	-4.660706217504e-04	-3.152246216570e-06	-5.077459500463e-06	-7.143073100001e-20	-2.259678917777e-21	-4.563966597319e-04	-4.085184059533e-06	-4.642855359573e-20	-4.464616835680e-04	-3.080515033122e-06	1.450488785772e-20	-4.465288704974e-04	-3.158253737410e-06	-5.725605834444e-20	-4.465151565892e-04	-3.152610780733e-06	-1.016979898982e-19
1.057291666667e+01	-4.191933224936e-04	-4.383843419189e-04	-1.704503332183e-06	-2.940603526861e-06	-1.472434029262e-20	5.532274458630e-20	-4.288951646472e-04	-2.315048311641e-06	1.401297086136e-20	-4.191522782580e-04	-1.665639083621e-06	7.485016124697e-20	-4.192192031156e-04	-1.707607948366e-06	2.144177636448e-22	-4.192057025507e-04	-1.704973816103e-06	-4.236764700073e-20
1.066406250000e+01	-4.055293449972e-04	-4.243429958518e-04	-4.619538791741e-07	-1.126196670155e-06	-7.007492364939e-20	2.311210258743e-21	-4.150387078069e-04	-7.961369787382e-07	-3.594577574871e-20	-4.054880564552e-04	-4.466918920905e-07	2.245996458242e-20	-4.055547558321e-04	-4.632293181427e-07	-5.609749164375e-20	-4.055414673605e-04	-4.623176147244e-07	-9.527967253183e-20
1.075520833333e+01	-4.035026901107e-04	-4.219388167423e-04	1.236960480820e-06	1.009010146942e-06	-2.966665223446e-20	4.178244050773e-20	-4.128194720847e-04	1.123630001105e-06	6.570542132274e-21	-4.034611341319e-04	1.239572448886e-06	6.632261278593e-20	-4.035276314070e-04	1.236744510305e-06	-1.558378828992e-20	-4.035145545574e-04	1.236800739136e-06	-5.293690273026e-20
1.084635416667e+01	-4.047307493410e-04	-4.227892993174e-04	5.659794729825e-06	5.919423603745e-06	1.997283698734e-21	7.708377833698e-20	-4.138549169583e-04	5.805970469183e-06	4.525399440988e-20	-4.046889179648e-04	5.650063845266e-06	1.053667844503e-19	-4.047552210869e-04	5.660893799763e-06	1.611805575615e-20	-4.047423558179e-04	5.659896270378e-06	-1.785945969279e-20
1.093750000000e+01	-4.006410414231e-04	-4.183220831239e-04	1.753255176962e-05	1.886143508317e-05	-4.073049037458e-20	3.654401315546e-20	-4.095726450776e-04	1.825271720696e-05	8.077389620275e-21	-4.005989475569e-04	1.748580804575e-05	6.762451953842e-20	-4.006650434421e-04	1.753760067578e-05	-2.618799056105e-20	-4.006523900823e-04	1.753306178080e-05	-5.688882350071e-20
1.102864583333e+01	-3.900283982240e-04	-4.073322622115e-04	4.299766947730e-05	4.703073600538e-05	-5.374778095784e-20	2.635146929790e-20	-3.987676679702e-04	4.513922212739e-05	1.848612818401e-21	-3.899860932791e-04	4.284665392146e-05	6.181273197851e-20	-3.900519297317e-04	4.301396239412e-05	-3.866331359261e-20	-3.900394897160e-04	4.299892454173e-05	-6.643278323891e-20
1.111979166667e+01	-3.776172751194e-04	-3.945449290891e-04	8.416256689028e-05	9.377770862131e-05	-2.440216305459e-20	5.804798251549e-20	-3.861648534085e-04	8.914903636168e-05	3.742893066607e-20	-3.775748758255e-04	8.382827421457e-05	9.740252685433e-20	-3.776403336084e-04	8.420127091701e-05	-8.290622755321e-21	-3.776281112639e-04	8.416540864420e-05	-3.258439229959e-20
1.121093750000e+01	-3.677502338158e-04	-3.843039063971e-04	1.319415893665e-04	1.497458415098e-04	-9.065962127140e-21	7.813217458438e-20	-3.761075132861e-04	1.409710069100e-04	5.849577209918e-20	-3.677079254667e-04	1.314830163857e-04	1.229958338941e-19	-3.677728144654e-04	1.320062919244e-04	7.453090385843e-21	-3.677608183363e-04	1.319481798421e-04	-1.131616401665e-20
1.130208333333e+01	-3.613898374559e-04	-3.775735448463e-04	1.671216431323e-04	1.923080570560e-04	2.529181907932e-20	1.135004439254e-19	-3.695591509154e-04	1.797487047832e-04	9.721890943240e-20	-3.613478085022e-04	1.668413570699e-04	1.648274364855e-19	-3.614119358852e-04	1.671945610035e-04	4.172380139546e-20	-3.614001756946e-04	1.671352701709e-04	2.653271746270e-20
1.139322916667e+01	-3.564337631079e-04	-3.722531135344e-04	1.734766133276e-04	2.013534486187e-04	6.803084712350e-20	1.593426063995e-19	-3.644181209312e-04	1.875817614884e-04	1.464313400695e-19	-3.563921031507e-04	1.736259706122e-04	2.157712017167e-19	-3.564553810910e-04	1.735317291611e-04	8.386399971855e-20	-3.564438602154e-04	1.734978701476e-04	7.478322973486e-20
1.148437500000e+01	-3.492502883452e-04	-3.647115136188e-04	1.496057970054e-04	1.761944395025e-04	-1.097499100048e-20	8.266752490495e-20	-3.570528290467e-04	1.633971735233e-04	7.230261759656e-20	-3.492089786035e-04	1.499639576061e-04	1.453243047098e-19	-3.492714348270e-04	1.496394774049e-04	5.140695498568e-21	-3.492601479396e-04	1.496290588008e-04	-3.459115302424e-22
1.157552083333e+01	-3.373782512029e-04	-3.524873698566e-04	1.074710457494e-04	1.326117870173e-04	1.649950614225e-20	1.140720271903e-19	-3.450019719415e-04	1.206467240147e-04	1.072562669527e-19	-3.373372763494e-04	1.076189178848e-04	1.832288637299e-19	-3.373989349083e-04	1.074947335394e-04	3.538900034031e-20	-3.373878765980e-04	1.074899911386e-04	3.427367258091e-20
1.166666666667e+01	-3.263050222893e-04	-3.410677464243e-04	6.304980111424e-05	8.771456647379e-05	-6.045120549581e-20	3.719615116044e-20	-3.337528796492e-04	7.587159134428e-05	3.437318137749e-20	-3.262644361580e-04	6.304453354456e-05	1.130556159136e-19	-3.263252470656e-04	6.306030696623e-05	-4.148865263276e-20	-3.263144181715e-04	6.306635964702e-05	-3.869529856307e-20
1.175781250000e+01	-3.205536059354e-04	-3.349755112674e-04	2.794433033351e-05	5.171616762412e-05	-1.059948423850e-20	8.845265832341e-20	-3.278285430200e-04	4.042199063812e-05	8.869550717173e-20	-3.205134631061e-04	2.820672313887e-05	1.706457395031e-19	-3.205733767328e-04	2.793982667811e-05	7.902656912349e-21	-3.205627772998e-04	2.796470029895e-05	1.723516045838e-20
1.184895833333e+01	-3.266258301603e-04	-3.407122864005e-04	5.147928571705e-06	2.737103956798e-05	-6.381395037731e-20	3.654342084135e-20	-3.337306255241e-04	1.712356636508e-05	3.899856346626e-20	-3.265861240060e-04	5.706700093591e-06	1.245317047816e-19	-3.266451577112e-04	5.157084456374e-06	-4.263714999099e-20	-3.266347803649e-04	5.170329522410e-06	-3.119482303601e-20
1.194010416667e+01	-3.468589117776e-04	-3.606149533159e-04	-8.723327149434e-06	1.216293479456e-05	-2.369524697505e-20	7.719572573312e-20	-3.537961332157e-04	2.515363760168e-06	8.297138212288e-20	-3.468196205029e-04	-8.354008921048e-06	1.703981521407e-19	-3.468778062186e-04	-8.674197107967e-06	-1.251560040138e-21	-3.468676432773e-04	-8.707416631160e-06	1.415690322756e-20
1.203125000000e+01	-3.732714877485e-04	-3.867018457907e-04	-1.756961103614e-05	2.326157313500e-06	-6.409102069646e-20	3.785302767939e-20	-3.800435946368e-04	-7.296686059943e-06	4.622124360336e-20	-3.732326386086e-04	-1.771477523059e-05	1.374708098820e-19	-3.732899524408e-04	-1.750580862632e-05	-4.074233665994e-20	-3.732800040898e-04	-1.756211147457e-05	-2.127237448288e-20
